Name,contact_number,Contact_email,creation_date,first_call_attempt,lead_status,lead_stage,lead_tag,assigned_to,last_call_date,last_call_time,references,campaign_name,source_type,source_name,Total Leads,Sales,Conversion Rate (%),Cost per Lead,Total Cost
Aditya Das,9909671751,aditya.das575@example.com,25-10-2025 16:12,25-10-2025 17:22,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Ardra,10-12-2025 15:58,3:58 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,49,49,100,11,539
Karthik Gupta,7704680731,karthik.gupta894@hotmail.com,25-10-2025 16:08,27-10-2025 11:47,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,27-10-2025 11:47,11:47 AM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,18,15,83.33333333,5,90
Anjali Pillai,9683692199,anjali.pillai393@outlook.com,25-10-2025 16:02,25-10-2025 18:16,CLOSED,LOST,not-interested,Revathy Reghu,25-10-2025 18:16,6:16 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,36,15,41.66666667,10,360
Manoj Yadav,8764194757,manoj.yadav727@yahoo.com,25-10-2025 15:59,27-10-2025 18:31,RESCHEDULED BY EXECUTIVE,Follow Up Required,warm,Devi Nandhana,01-12-2025 15:58,3:58 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,9,8,88.88888889,11,99
Vikram Sharma,7189896945,vikram.sharma365@outlook.com,25-10-2025 15:59,25-10-2025 16:46,CLOSED,LOST,not-interested,Ardra,10-12-2025 15:54,3:54 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,38,30,78.94736842,9,342
Neha Das,8932712121,neha.das240@gmail.com,25-10-2025 15:50,27-10-2025 15:52,CLOSED,LOST,not-interested,Dharshana,27-10-2025 15:52,3:52 PM,,PHP Knovista,INSTAGRAM,INSTAGRAM,41,1,2.43902439,7,287
Sanjay Bose,7672114951,sanjay.bose73@gmail.com,25-10-2025 15:47,28-10-2025 18:48,CLOSED,LOST,not-interested,Devi Nandhana,30-10-2025 13:09,1:09 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,43,12,27.90697674,12,516
Varun Reddy,8661638886,varun.reddy767@gmail.com,25-10-2025 15:47,27-10-2025 11:58,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Vijithra E,27-10-2025 11:58,11:58 AM,,SAP COURSE - 20-10-2025,FACEBOOK_ADS,FACEBOOK_ADS,18,9,50,13,234
Vikram Reddy,8270203336,vikram.reddy56@example.com,25-10-2025 15:27,27-10-2025 15:09,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,VIJI,04-12-2025 09:58,9:58 AM,,Refurbished Campaign-PHP,MOVE_LEAD,MOVE_LEAD,49,26,53.06122449,10,490
Sanjay Sharma,6542661490,sanjay.sharma297@hotmail.com,25-10-2025 15:24,25-10-2025 18:05,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Anandhakrishnan,25-10-2025 18:05,6:05 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,45,30,66.66666667,8,360
Aisha Kumar,7054046687,aisha.kumar611@outlook.com,25-10-2025 15:17,27-10-2025 15:59,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Riswana,27-10-2025 15:59,3:59 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,47,7,14.89361702,5,235
Sneha Bose,9886159206,sneha.bose566@example.com,25-10-2025 15:15,,PENDING WITH EXECUTIVE,Prospect,,Revathy Reghu,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,49,2,4.081632653,9,441
Manoj Pillai,7971762279,manoj.pillai521@hotmail.com,25-10-2025 15:06,28-10-2025 15:24,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,VIJI,02-12-2025 10:48,10:48 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,40,4,10,7,280
Sneha Malhotra,8103158674,sneha.malhotra653@example.com,25-10-2025 15:02,27-10-2025 11:28,CLOSED,LOST,not-interested,Munfira,27-10-2025 11:28,11:28 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,14,8,57.14285714,4,56
Pooja Joshi,9501518038,pooja.joshi383@gmail.com,25-10-2025 14:41,27-10-2025 18:03,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Thaslim New,04-11-2025 12:20,12:20 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,41,7,17.07317073,9,369
Anjali Bhat,9698666476,anjali.bhat267@example.com,25-10-2025 14:39,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,10,1,10,13,130
Kavya Kumar,7990761545,kavya.kumar110@outlook.com,25-10-2025 14:35,25-10-2025 18:05,RESCHEDULED BY EXECUTIVE,Follow Up Required,hot,Anandhakrishnan,25-10-2025 18:05,6:05 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,11,1,9.090909091,11,121
Pooja Das,9289803788,pooja.das937@outlook.com,25-10-2025 14:33,,PENDING WITH EXECUTIVE,Prospect,,Anshad ,,,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,43,7,16.27906977,11,473
Meera Patel,7770057889,meera.patel147@gmail.com,25-10-2025 14:12,21-12-2025 11:04,CLOSED,LOST,not-interested,Varsha A V,21-12-2025 11:04,11:04 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,23,8,34.7826087,14,322
Kavya Singh,9127806757,kavya.singh174@yahoo.com,25-10-2025 13:27,25-10-2025 16:56,CLOSED,LOST,not-interested,Megha S,25-10-2025 16:56,4:56 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,16,15,93.75,10,160
Sanjay Bhat,9414247954,sanjay.bhat314@gmail.com,25-10-2025 13:17,21-12-2025 11:05,CLOSED,LOST,not-interested,Varsha A V,21-12-2025 11:05,11:05 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,25,9,36,5,125
Arjun Joshi,7258603497,arjun.joshi5@yahoo.com,25-10-2025 13:17,25-10-2025 14:46,CLOSED,LOST,not-interested,Dharshana,25-10-2025 14:46,2:46 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,9,4,44.44444444,15,135
Riya Reddy,7732089641,riya.reddy447@yahoo.com,25-10-2025 13:12,25-10-2025 14:47,CLOSED,LOST,not-interested,Amghitha,12-12-2025 14:50,2:50 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,31,9,29.03225806,3,93
Varun Sharma,6480763954,varun.sharma124@yahoo.com,25-10-2025 13:10,27-10-2025 18:00,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,27-10-2025 18:00,6:00 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,14,0,0,10,140
Arjun Nair,7418150132,arjun.nair659@example.com,25-10-2025 13:03,25-10-2025 17:17,CLOSED,LOST,not-interested,Ardra,11-12-2025 18:32,6:32 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,8,2,25,11,88
Rohit Pillai,7229877692,rohit.pillai464@gmail.com,25-10-2025 12:57,25-10-2025 16:23,PENDING WITH EXECUTIVE,Prospect,,Thaslim New,31-10-2025 18:36,6:36 PM,,Refurbished Campaign-PHP,MOVE_LEAD,MOVE_LEAD,37,0,0,5,185
Karthik Joshi,8066138447,karthik.joshi475@yahoo.com,25-10-2025 12:49,27-10-2025 12:20,CLOSED,LOST,not-interested,Shiyana nazeer,22-12-2025 15:05,3:05 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,26,20,76.92307692,15,390
Sneha Joshi,9397936919,sneha.joshi9@gmail.com,25-10-2025 12:45,25-10-2025 15:25,CLOSED,CONVERTED,,Dharshana,25-10-2025 15:25,3:25 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,18,2,11.11111111,7,126
Rahul Iyer,7348226177,rahul.iyer82@example.com,25-10-2025 12:45,27-10-2025 11:19,CLOSED,LOST,not-interested,Dharshana,27-10-2025 11:19,11:19 AM,,PHP Knovista,INSTAGRAM,INSTAGRAM,44,20,45.45454545,4,176
Kavya Bose,9427073444,kavya.bose128@gmail.com,25-10-2025 12:33,27-10-2025 10:26,CLOSED,LOST,not-interested,Dharshana,27-10-2025 10:26,10:26 AM,,Python Knovista New,INSTAGRAM,INSTAGRAM,40,31,77.5,8,320
Rahul Yadav,7889284612,rahul.yadav885@outlook.com,25-10-2025 12:33,27-10-2025 10:26,CLOSED,LOST,not-interested,Dharshana,27-10-2025 10:26,10:26 AM,,Python Knovista New,INSTAGRAM,INSTAGRAM,25,1,4,15,375
Divya Pillai,8125202660,divya.pillai318@yahoo.com,25-10-2025 12:27,25-10-2025 15:55,CLOSED,LOST,not-interested,Megha S,25-10-2025 15:55,3:55 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,8,6,75,4,32
Rahul Malhotra,8354458301,rahul.malhotra853@gmail.com,25-10-2025 12:23,25-10-2025 16:43,NOT CONNECTED - CLOSED BY SYSTEM,LOST,,Ardra,10-12-2025 15:37,3:37 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,27,14,51.85185185,8,216
Karthik Iyer,8189343798,karthik.iyer318@hotmail.com,25-10-2025 12:20,25-10-2025 14:58,CLOSED,LOST,not-interested,Dharshana,03-12-2025 10:00,10:00 AM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,25,9,36,13,325
Nikhil Kumar,8771957143,nikhil.kumar157@hotmail.com,25-10-2025 12:17,25-10-2025 15:20,CLOSED,LOST,not-interested,Revathy Reghu,25-10-2025 15:20,3:20 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,17,16,94.11764706,13,221
Nikhil Kumar,7733597522,nikhil.kumar273@outlook.com,25-10-2025 12:16,27-11-2025 15:23,CLOSED,LOST,not-interested,Sherin Shaji,01-12-2025 10:15,10:15 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,37,37,100,4,148
Karthik Singh,7714748546,karthik.singh720@example.com,25-10-2025 12:12,25-10-2025 15:00,CLOSED,LOST,not-interested,Revathy Reghu,27-10-2025 09:51,9:51 AM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,30,17,56.66666667,4,120
Vikram Kulkarni,9554634119,vikram.kulkarni806@example.com,25-10-2025 12:11,25-10-2025 15:28,CLOSED,LOST,not-interested,Riswana,25-10-2025 15:28,3:28 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,31,5,16.12903226,10,310
Pooja Patel,8383500060,pooja.patel23@gmail.com,25-10-2025 12:09,21-12-2025 11:05,CLOSED,LOST,not-interested,Varsha A V,21-12-2025 11:05,11:05 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,45,20,44.44444444,4,180
Varun Singh,9770449164,varun.singh213@gmail.com,25-10-2025 12:04,28-10-2025 15:13,CLOSED,LOST,not-interested,Revathy Reghu,28-10-2025 15:13,3:13 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,25,16,64,7,175
Meera Reddy,9391117212,meera.reddy510@gmail.com,25-10-2025 11:56,21-12-2025 11:05,CLOSED,LOST,not-interested,Varsha A V,21-12-2025 11:05,11:05 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,18,5,27.77777778,11,198
Sneha Bose,7203256476,sneha.bose472@hotmail.com,25-10-2025 11:51,28-10-2025 11:47,CLOSED,LOST,not-interested,Megha S,28-10-2025 11:47,11:47 AM,,Python Knovista New,INSTAGRAM,INSTAGRAM,23,8,34.7826087,13,299
Sanjay Singh,7075028943,sanjay.singh288@example.com,25-10-2025 11:50,27-11-2025 15:22,CLOSED,LOST,not-interested,Sherin Shaji,27-11-2025 15:22,3:22 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,16,16,100,7,112
Anjali Malhotra,9094363027,anjali.malhotra358@outlook.com,25-10-2025 11:48,28-10-2025 16:20,CLOSED,LOST,not-interested,VIJI,01-12-2025 16:32,4:32 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,14,6,42.85714286,5,70
Manoj Bose,9698935962,manoj.bose727@outlook.com,25-10-2025 11:48,28-10-2025 15:24,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,VIJI,02-12-2025 10:49,10:49 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,12,8,66.66666667,6,72
Riya Sharma,9255055067,riya.sharma25@yahoo.com,25-10-2025 11:46,27-11-2025 14:29,CLOSED,LOST,not-interested,Sherin Shaji,01-12-2025 10:13,10:13 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,9,8,88.88888889,15,135
Arjun Shetty,8271401240,arjun.shetty68@example.com,25-10-2025 11:30,27-10-2025 15:28,CLOSED,LOST,not-interested,Dharshana,03-12-2025 12:18,12:18 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,29,12,41.37931034,12,348
Varun Iyer,8932104904,varun.iyer649@outlook.com,25-10-2025 11:30,25-10-2025 16:38,CLOSED,LOST,not-interested,Anandhakrishnan,25-10-2025 16:38,4:38 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,17,12,70.58823529,15,255
Sneha Iyer,9730712928,sneha.iyer188@hotmail.com,25-10-2025 11:26,27-10-2025 10:19,CLOSED,LOST,not-interested,Dharshana,27-10-2025 10:19,10:19 AM,,PHP Knovista,INSTAGRAM,INSTAGRAM,49,34,69.3877551,15,735
Kavya Kumar,8142717070,kavya.kumar642@example.com,25-10-2025 11:26,28-10-2025 09:58,CLOSED,LOST,not-interested,Thaslim New,29-10-2025 11:54,11:54 AM,,Python Knovista New,INSTAGRAM,INSTAGRAM,6,3,50,5,30
Rahul Gupta,7956068705,rahul.gupta983@hotmail.com,25-10-2025 11:24,28-10-2025 15:41,CLOSED,LOST,not-interested,Shiyana nazeer,26-12-2025 18:41,6:41 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,33,23,69.6969697,7,231
Aisha Chopra,9018556744,aisha.chopra567@gmail.com,25-10-2025 11:24,27-10-2025 11:18,CLOSED,LOST,not-interested,VIJI,08-12-2025 12:29,12:29 PM,,Refurbished Campaign-PHP,MOVE_LEAD,MOVE_LEAD,50,7,14,9,450
Anjali Shetty,9620975572,anjali.shetty237@outlook.com,25-10-2025 11:13,28-10-2025 13:05,CLOSED,LOST,not-interested,Dharshana,08-12-2025 12:03,12:03 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,26,23,88.46153846,14,364
Neha Gupta,7249863434,neha.gupta195@gmail.com,25-10-2025 11:10,28-10-2025 15:09,CLOSED,LOST,not-interested,VIJI,20-12-2025 13:24,1:24 PM,,Refurbished Campaign-PYTHON,MOVE_LEAD,MOVE_LEAD,6,2,33.33333333,15,90
Sneha Kumar,7340738137,sneha.kumar734@outlook.com,25-10-2025 11:10,27-10-2025 11:23,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Amghitha,09-12-2025 17:19,5:19 PM,,Refurbished Campaign-PHP,MOVE_LEAD,MOVE_LEAD,44,26,59.09090909,7,308
Kavya Bose,7062632710,kavya.bose445@hotmail.com,25-10-2025 11:10,17-11-2025 17:55,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,17-11-2025 17:55,5:55 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,12,6,50,3,36
Kavya Iyer,6360347411,kavya.iyer343@hotmail.com,25-10-2025 11:05,28-10-2025 10:40,RESCHEDULED BY EXECUTIVE,Follow Up Required,hot,Munfira,28-10-2025 10:40,10:40 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,34,7,20.58823529,5,170
Vikram Kulkarni,7977219027,vikram.kulkarni540@hotmail.com,25-10-2025 11:04,,PENDING WITH EXECUTIVE,Prospect,,Revathy Reghu,,,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,26,4,15.38461538,5,130
Sanjay Kulkarni,8276189835,sanjay.kulkarni428@example.com,25-10-2025 11:04,25-10-2025 13:08,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Riswana,25-10-2025 13:08,1:08 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,30,7,23.33333333,14,420
Aisha Chopra,7439894994,aisha.chopra842@yahoo.com,25-10-2025 10:44,25-10-2025 14:17,CLOSED,LOST,not-interested,Anandhakrishnan,25-10-2025 14:17,2:17 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,40,0,0,5,200
Kavya Reddy,9061966641,kavya.reddy5@outlook.com,25-10-2025 10:41,25-10-2025 14:56,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Anandhakrishnan,25-10-2025 14:56,2:56 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,25,15,60,15,375
Kavya Joshi,7795454780,kavya.joshi182@hotmail.com,25-10-2025 10:38,25-10-2025 11:59,CLOSED,LOST,already-purchased,Munfira,25-10-2025 11:59,11:59 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,29,9,31.03448276,13,377
Neha Shetty,8062829322,neha.shetty889@outlook.com,25-10-2025 10:37,27-11-2025 17:56,CLOSED,LOST,not-interested,Asiya ,27-11-2025 17:56,5:56 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,15,11,73.33333333,5,75
Nikhil Menon,6432879216,nikhil.menon480@example.com,25-10-2025 10:35,28-10-2025 11:57,CLOSED,LOST,not-interested,Revathy Reghu,28-10-2025 11:58,11:58 AM,,Python Knovista New,INSTAGRAM,INSTAGRAM,31,17,54.83870968,9,279
Nikhil Gupta,6063624973,nikhil.gupta978@yahoo.com,25-10-2025 10:31,27-11-2025 14:25,CLOSED,LOST,not-interested,Ashna sathar,28-11-2025 09:56,9:56 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,41,27,65.85365854,5,205
Aditya Kulkarni,8173499911,aditya.kulkarni650@gmail.com,25-10-2025 10:28,25-10-2025 18:30,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anandhakrishnan,25-10-2025 18:30,6:30 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,33,11,33.33333333,4,132
Anjali Das,7137936596,anjali.das72@example.com,25-10-2025 10:12,29-11-2025 13:12,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Asiya ,29-11-2025 13:12,1:12 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,50,35,70,6,300
Aditya Iyer,8918164029,aditya.iyer758@example.com,25-10-2025 09:56,25-10-2025 14:17,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Anandhakrishnan,25-10-2025 14:17,2:17 PM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,38,8,21.05263158,10,380
Aisha Kapoor,9040031982,aisha.kapoor94@gmail.com,25-10-2025 09:53,25-10-2025 14:32,CLOSED,LOST,not-interested,Munfira,25-10-2025 14:32,2:32 PM,,SAP COURSE - 20-10-2025,FACEBOOK_ADS,FACEBOOK_ADS,34,26,76.47058824,7,238
Kiran Malhotra,8654341780,kiran.malhotra694@example.com,25-10-2025 09:50,25-10-2025 11:06,RESCHEDULED BY EXECUTIVE,Prospect,,Anshad ,25-10-2025 16:42,4:42 PM,,Refurbished Campaign-DA,MOVE_LEAD,MOVE_LEAD,14,7,50,15,210
Varun Menon,8487068992,varun.menon115@yahoo.com,25-10-2025 09:37,27-10-2025 10:30,CLOSED,LOST,not-interested,Ardra Shibu,10-12-2025 16:15,4:15 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,37,5,13.51351351,3,111
Nikhil Pillai,6149841903,nikhil.pillai544@yahoo.com,25-10-2025 09:32,25-10-2025 11:28,CLOSED,LOST,not-interested,Ardra Shibu,10-12-2025 16:18,4:18 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,7,4,57.14285714,7,49
Neha Patel,7714474737,neha.patel531@example.com,25-10-2025 09:30,25-10-2025 10:28,CLOSED,LOST,not-interested,Anandhakrishnan,25-10-2025 10:28,10:28 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,27,14,51.85185185,6,162
Aditya Patel,8563346576,aditya.patel245@example.com,25-10-2025 09:28,03-11-2025 17:41,CLOSED,LOST,not-interested,Dharshana,03-11-2025 17:41,5:41 PM,,PHP Knovista,FACEBOOK_ADS,FACEBOOK_ADS,29,24,82.75862069,15,435
Anjali Das,9015130101,anjali.das323@gmail.com,25-10-2025 09:24,25-10-2025 13:05,RESCHEDULED BY EXECUTIVE,Prospect,,Anshad ,25-10-2025 13:05,1:05 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,18,5,27.77777778,11,198
Divya Nair,7287784916,divya.nair822@hotmail.com,25-10-2025 09:23,25-10-2025 10:38,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anandhakrishnan,25-10-2025 10:38,10:38 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,40,34,85,9,360
Riya Pillai,8962832835,riya.pillai593@example.com,25-10-2025 09:16,27-10-2025 11:30,CLOSED,LOST,not-interested,Munfira,27-10-2025 11:30,11:30 AM,,SAP COURSE - 20-10-2025,FACEBOOK_ADS,FACEBOOK_ADS,6,4,66.66666667,14,84
Manoj Pillai,8289453557,manoj.pillai953@example.com,25-10-2025 09:15,28-10-2025 18:03,NOT CONNECTED - CLOSED BY SYSTEM,LOST,,Megha S,28-10-2025 18:03,6:03 PM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,41,36,87.80487805,9,369
Sneha Singh,7124961365,sneha.singh897@outlook.com,25-10-2025 09:09,27-10-2025 11:44,CLOSED,LOST,not-interested,Munfira,27-10-2025 11:44,11:44 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,39,5,12.82051282,9,351
Sanjay Yadav,7844245231,sanjay.yadav751@example.com,25-10-2025 08:16,25-10-2025 12:41,RESCHEDULED BY EXECUTIVE,Prospect,,Anshad ,25-10-2025 12:41,12:41 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,34,1,2.941176471,3,102
Varun Sharma,7873597327,varun.sharma833@example.com,25-10-2025 08:11,25-10-2025 12:17,CLOSED,LOST,not-interested,Revathy Reghu,27-10-2025 09:52,9:52 AM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,29,11,37.93103448,11,319
Vikram Patel,6567663088,vikram.patel239@hotmail.com,25-10-2025 08:07,25-10-2025 10:34,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Thaslim New,25-10-2025 10:34,10:34 AM,,Data Analytics Knovista,INSTAGRAM,INSTAGRAM,50,39,78,5,250
Rahul Das,6988536599,rahul.das105@outlook.com,25-10-2025 07:54,25-10-2025 10:58,CLOSED,LOST,not-interested,Ardra Shibu,11-12-2025 10:13,10:13 AM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,18,8,44.44444444,8,144
Kavya Pillai,7355797248,kavya.pillai78@outlook.com,25-10-2025 07:38,01-11-2025 16:23,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Thaslim New,04-11-2025 12:15,12:15 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,13,1,7.692307692,6,78
Nikhil Iyer,8099734341,nikhil.iyer374@hotmail.com,25-10-2025 07:38,27-11-2025 14:28,CLOSED,LOST,not-interested,Ashna sathar,01-12-2025 10:24,10:24 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,29,9,31.03448276,7,203
Aditya Kapoor,7482404013,aditya.kapoor985@hotmail.com,25-10-2025 07:35,25-10-2025 10:32,CLOSED,LOST,not-interested,Ardra Shibu,10-12-2025 15:45,3:45 PM,,Refurbished Campaign-BA,MOVE_LEAD,MOVE_LEAD,13,11,84.61538462,13,169
Rohit Kumar,9475423322,rohit.kumar582@hotmail.com,25-10-2025 07:33,28-10-2025 10:39,CLOSED,LOST,not-interested,Munfira,28-10-2025 10:39,10:39 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,16,8,50,4,64
Aditya Malhotra,8438101196,aditya.malhotra612@example.com,25-10-2025 07:29,25-10-2025 11:58,CLOSED,LOST,not-interested,Munfira,25-10-2025 11:58,11:58 AM,,SAP COURSE - 20-10-2025,FACEBOOK_ADS,FACEBOOK_ADS,47,28,59.57446809,10,470
Riya Joshi,9074442651,riya.joshi459@outlook.com,25-10-2025 07:11,27-10-2025 10:54,RESCHEDULED BY EXECUTIVE,Prospect,,Anshad ,27-10-2025 10:54,10:54 AM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,24,5,20.83333333,5,120
Vikram Reddy,9528117465,vikram.reddy565@hotmail.com,25-10-2025 04:50,29-11-2025 13:05,RESCHEDULED BY EXECUTIVE,Follow Up Required,cold,Asiya ,29-11-2025 18:06,6:06 PM,,DM NO-STIPEND-23-10-2025,INSTAGRAM,INSTAGRAM,39,24,61.53846154,13,507
Aditya Nair,7347035590,aditya.nair698@outlook.com,25-10-2025 03:58,25-10-2025 11:18,CLOSED,LOST,already-purchased,Munfira,25-10-2025 11:18,11:18 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,37,23,62.16216216,6,222
Rahul Patel,9724427814,rahul.patel462@outlook.com,25-10-2025 03:36,26-11-2025 19:26,CLOSED,LOST,not-interested,VIJI,28-11-2025 09:55,9:55 AM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,45,39,86.66666667,12,540
Meera Nair,9780521196,meera.nair450@outlook.com,25-10-2025 03:28,27-11-2025 17:58,NOT CONNECTED - CLOSED BY SYSTEM,LOST,,Asiya ,27-11-2025 17:58,5:58 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,10,7,70,14,140
Meera Yadav,8202051442,meera.yadav258@hotmail.com,25-10-2025 02:47,25-10-2025 16:14,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,25-10-2025 16:14,4:14 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,9,6,66.66666667,4,36
Nikhil Bose,8174594989,nikhil.bose301@example.com,25-10-2025 02:00,25-10-2025 11:03,NOT CONNECTED - RESCHEDULED BY SYSTEM,Prospect,,Anshad ,25-10-2025 11:03,11:03 AM,,Refurbished Campaign-PHP,MOVE_LEAD,MOVE_LEAD,12,1,8.333333333,5,60
Arjun Nair,9494540025,arjun.nair44@yahoo.com,25-10-2025 01:25,27-10-2025 14:45,RESCHEDULED BY EXECUTIVE,Prospect,,Anshad ,27-10-2025 14:45,2:45 PM,,Refurbished Campaign- DM,MOVE_LEAD,MOVE_LEAD,13,11,84.61538462,6,78
Vikram Joshi,6820160518,vikram.joshi492@example.com,25-10-2025 01:18,27-11-2025 14:36,CLOSED,CONVERTED,,Ashna sathar,27-11-2025 14:36,2:36 PM,,Digital Marketing Knovista,INSTAGRAM,INSTAGRAM,9,0,0,7,63
Riya Shetty,9695118642,riya.shetty658@yahoo.com,25-10-2025 00:51,28-10-2025 15:04,CLOSED,LOST,not-interested,Dharshana,28-10-2025 15:04,3:04 PM,,Python Knovista New,INSTAGRAM,INSTAGRAM,19,19,100,5,95
Meera Joshi,6360974355,meera.joshi424@hotmail.com,25-10-2025 00:32,25-10-2025 14:31,CLOSED,LOST,not-interested,Anandhakrishnan,27-10-2025 10:26,10:26 AM,,BA NEW 18-08-2025,INSTAGRAM,INSTAGRAM,33,12,36.36363636,8,264
